RegionID,SizeRank,RegionName,RegionType,StateName,State,City,CountyName,06-30-25
91982,1,77494,zip,TX,TX,Katy,Fort Bend County,506443.2097
61148,2,8701,zip,NJ,NJ,Lakewood,Ocean County,575095.3184
91940,3,77449,zip,TX,TX,Katy,Harris County,281003.3936
62080,4,11368,zip,NY,NY,New York,Queens County,540856.6547
91733,5,77084,zip,TX,TX,Houston,Harris County,275597.573
93144,6,79936,zip,TX,TX,El Paso,El Paso County,218670.5763
62093,7,11385,zip,NY,NY,New York,Queens County,865214.4429
92593,8,78660,zip,TX,TX,Pflugerville,Travis County,394652.2019
62019,9,11208,zip,NY,NY,New York,Kings County,732636.714
95992,10,90011,zip,CA,CA,Los Angeles,Los Angeles County,614638.6276
91926,11,77433,zip,TX,TX,Cypress,Harris County,438866.1918
84630,12,60629,zip,IL,IL,Chicago,Cook County,264999.4088
96193,13,90650,zip,CA,CA,Norwalk,Los Angeles County,762324.4161
96361,14,91331,zip,CA,CA,Los Angeles,Los Angeles County,754930.9828
74101,15,37013,zip,TN,TN,Nashville,Davidson County,370371.0004
62046,16,11236,zip,NY,NY,New York,Kings County,679803.1453
61807,17,10467,zip,NY,NY,New York,Bronx County,430957.5481
62085,18,11373,zip,NY,NY,New York,Queens County,507316.5979
62037,19,11226,zip,NY,NY,New York,Kings County,812252.3108
62018,20,11207,zip,NY,NY,New York,Kings County,636064.6036
70829,21,30044,zip,GA,GA,Lawrenceville,Gwinnett County,370939.3923
96025,22,90044,zip,CA,CA,Los Angeles,Los Angeles County,660839.6841
96817,23,92336,zip,CA,CA,Fontana,San Bernardino County,711021.0246
97771,24,94565,zip,CA,CA,Pittsburg,Contra Costa County,579987.6744
92036,25,77573,zip,TX,TX,League City,Galveston County,388402.8963
96816,26,92335,zip,CA,CA,Fontana,San Bernardino County,567146.2263
96083,27,90201,zip,CA,CA,Bell,Los Angeles County,688823.3516
96107,28,90250,zip,CA,CA,Hawthorne,Los Angeles County,889528.9015
61639,29,10025,zip,NY,NY,New York,New York County,1104072.557
90654,30,75052,zip,TX,TX,Grand Prairie,Dallas County,331870.9201
96239,31,90805,zip,CA,CA,Long Beach,Los Angeles County,710261.0204
62025,32,11214,zip,NY,NY,New York,Kings County,754616.1617
84620,33,60618,zip,IL,IL,Chicago,Cook County,539286.0066
97223,34,93307,zip,CA,CA,Bakersfield,Kern County,318477.4091
96125,35,90280,zip,CA,CA,South Gate,Los Angeles County,700384.6171
62044,36,11234,zip,NY,NY,New York,Kings County,767025.1701
96368,37,91342,zip,CA,CA,Los Angeles,Los Angeles County,816463.9453
96990,38,92683,zip,CA,CA,Westminster,Orange County,1072854.114
61790,39,10314,zip,NY,NY,New York,Richmond County,693147.1641
62031,40,11220,zip,NY,NY,New York,Kings County,944273.7743
84639,41,60639,zip,IL,IL,Chicago,Cook County,322421.3619
92341,42,78245,zip,TX,TX,San Antonio,Bexar County,264178.0542
62030,43,11219,zip,NY,NY,New York,Kings County,1164554.258
96882,44,92503,zip,CA,CA,Riverside,Riverside County,644322.4172
92481,46,78521,zip,TX,TX,Brownsville,Cameron County,171968.7247
62017,47,11206,zip,NY,NY,New York,Kings County,1046914.461
62032,48,11221,zip,NY,NY,New York,Kings County,1103244.719
61796,49,10456,zip,NY,NY,New York,Bronx County,449757.5331
96825,50,92345,zip,CA,CA,Hesperia,San Bernardino County,447792.8416
91968,51,77479,zip,TX,TX,Sugar Land,Fort Bend County,554975.3084
96546,52,91911,zip,CA,CA,Chula Vista,San Diego County,773236.321
70828,53,30043,zip,GA,GA,Lawrenceville,Gwinnett County,421154.2196
62034,54,11223,zip,NY,NY,New York,Kings County,1072704.377
399727,55,78542,zip,TX,TX,Edinburg,Hidalgo County,203398.0643
92551,56,78613,zip,TX,TX,Cedar Park,Williamson County,488001.884
62040,57,11230,zip,NY,NY,New York,Kings County,907748.3612
84646,58,60647,zip,IL,IL,Chicago,Cook County,537071.3707
97104,59,93033,zip,CA,CA,Oxnard,Ventura County,709932.4365
97970,60,95076,zip,CA,CA,Watsonville,Santa Cruz County,850864.3254
96690,61,92154,zip,CA,CA,San Diego,San Diego County,750898.0166
91922,62,77429,zip,TX,TX,Cypress,Harris County,388885.9131
61798,63,10458,zip,NY,NY,New York,Bronx County,421473.7028
96846,64,92376,zip,CA,CA,Rialto,San Bernardino County,566977.5338
84693,65,60804,zip,IL,IL,Cicero,Cook County,266863.901
62088,66,11377,zip,NY,NY,New York,Queens County,553335.7422
93146,67,79938,zip,TX,TX,El Paso,El Paso County,249578.5532
97023,68,92804,zip,CA,CA,Anaheim,Orange County,928832.2781
96468,69,91710,zip,CA,CA,Chino,San Bernardino County,777388.0354
97431,70,93722,zip,CA,CA,Fresno,Fresno County,402072.626
97567,71,94112,zip,CA,CA,San Francisco,San Francisco County,1092294.163
100179,72,99301,zip,WA,WA,Pasco,Franklin County,420064.979
62045,73,11235,zip,NY,NY,New York,Kings County,599548.3821
84633,74,60632,zip,IL,IL,Chicago,Cook County,278149.0756
92045,75,77584,zip,TX,TX,Pearland,Brazoria County,393746.3688
62039,76,11229,zip,NY,NY,New York,Kings County,763698.6232
98432,77,95823,zip,CA,CA,Sacramento,Sacramento County,434037.7401
92271,78,78130,zip,TX,TX,New Braunfels,Comal County,320168.8623
84619,79,60617,zip,IL,IL,Chicago,Cook County,175263.503
67182,80,22193,zip,VA,VA,Woodbridge,Prince William County,511383.7976
62043,81,11233,zip,NY,NY,New York,Kings County,1048889.264
90769,82,75217,zip,TX,TX,Dallas,Dallas County,201212.5528
61793,84,10453,zip,NY,NY,New York,Bronx County,596201.1029
69431,85,27587,zip,NC,NC,Wake Forest,Wake County,527607.1437
89925,87,73099,zip,OK,OK,Yukon,Canadian County,272539.8513
91889,88,77379,zip,TX,TX,Spring,Harris County,372420.111
98848,90,96706,zip,HI,HI,Ewa Beach,Honolulu County,825472.4441
62015,91,11204,zip,NY,NY,New York,Kings County,1208072.874
74126,92,37042,zip,TN,TN,Clarksville,Montgomery County,300359.2293
417444,93,85142,zip,AZ,AZ,Queen Creek,Maricopa County,589287.1334
70810,94,30024,zip,GA,GA,Suwanee,Gwinnett County,630949.325
61808,95,10468,zip,NY,NY,New York,Bronx County,264543.0192
93137,96,79928,zip,TX,TX,Horizon City,El Paso County,257773.3654
97940,97,95035,zip,CA,CA,Milpitas,Santa Clara County,1517705.532
96488,98,91744,zip,CA,CA,La Puente,Los Angeles County,745511.4586
84610,99,60608,zip,IL,IL,Chicago,Cook County,355345.8314
62067,100,11355,zip,NY,NY,New York,Queens County,591433.932
96888,101,92509,zip,CA,CA,Jurupa Valley,Riverside County,635982.2414
92598,102,78666,zip,TX,TX,San Marcos,Hays County,329930.8367
62014,103,11203,zip,NY,NY,New York,Kings County,726074.1599
97189,104,93257,zip,CA,CA,Porterville,Tulare County,324773.4144
97328,105,93550,zip,CA,CA,Palmdale,Los Angeles County,459467.332
84627,106,60625,zip,IL,IL,Chicago,Cook County,400076.034
61797,107,10457,zip,NY,NY,New York,Bronx County,506294.8821
87074,108,66062,zip,KS,KS,Olathe,Johnson County,429291.8721
96934,109,92592,zip,CA,CA,Temecula,Riverside County,779470.5674
84625,110,60623,zip,IL,IL,Chicago,Cook County,217524.2245
98325,111,95630,zip,CA,CA,Folsom,Sacramento County,776931.7111
61792,112,10452,zip,NY,NY,New York,Bronx County,327309.2451
69816,113,28269,zip,NC,NC,Charlotte,Mecklenburg County,367544.388
97073,114,92880,zip,CA,CA,Eastvale,Riverside County,961712.9305
97751,115,94544,zip,CA,CA,Hayward,Alameda County,869844.0311
96208,116,90706,zip,CA,CA,Bellflower,Los Angeles County,804297.5665
92520,117,78577,zip,TX,TX,Pharr,Hidalgo County,166840.9425
92576,118,78641,zip,TX,TX,Leander,Williamson County,455894.5762
97318,119,93535,zip,CA,CA,Lancaster,Los Angeles County,441746.3546
91950,120,77459,zip,TX,TX,Missouri City,Fort Bend County,406763.3056
61809,121,10469,zip,NY,NY,New York,Bronx County,671811.1384
61643,122,10029,zip,NY,NY,New York,New York County,768584.8224
97004,123,92704,zip,CA,CA,Santa Ana,Orange County,889728.1893
97202,124,93274,zip,CA,CA,Tulare,Tulare County,350489.4181
62029,125,11218,zip,NY,NY,New York,Kings County,946336.4989
90638,126,75035,zip,TX,TX,Frisco,Collin County,672685.5625
62023,127,11212,zip,NY,NY,New York,Kings County,666671.618
61802,128,10462,zip,NY,NY,New York,Bronx County,226101.5471
96364,129,91335,zip,CA,CA,Los Angeles,Los Angeles County,816703.6562
69450,130,27610,zip,NC,NC,Raleigh,Wake County,330984.2029
84635,131,60634,zip,IL,IL,Chicago,Cook County,367198.0901
71067,132,30349,zip,GA,GA,,Fulton County,264358.4774
97740,133,94533,zip,CA,CA,Fairfield,Solano County,548960.8201
69672,134,28027,zip,NC,NC,Concord,Cabarrus County,418131.35
73221,135,34787,zip,FL,FL,Winter Garden,Orange County,583178.3038
95315,136,87121,zip,NM,NM,Albuquerque,Bernalillo County,285649.6488
91325,137,76244,zip,TX,TX,Fort Worth,Tarrant County,393245.8328
91732,138,77083,zip,TX,TX,Houston,Harris County,270370.1774
61616,139,10002,zip,NY,NY,New York,New York County,1013080.327
67732,140,23464,zip,VA,VA,Virginia Beach,Virginia Beach City,401580.476
91221,141,76063,zip,TX,TX,Mansfield,Tarrant County,446148.4245
61806,142,10466,zip,NY,NY,New York,Bronx County,648340.7622
62087,143,11375,zip,NY,NY,New York,Queens County,501814.5785
99534,145,98052,zip,WA,WA,Redmond,King County,1389033.746
73233,146,34953,zip,FL,FL,Port Saint Lucie,Saint Lucie County,405484.0131
72362,147,33024,zip,FL,FL,Pembroke Pines,Broward County,472984.3029
72578,148,33411,zip,FL,FL,,Palm Beach County,469043.8052
90612,149,75002,zip,TX,TX,Allen,Collin County,478698.9909
93123,150,79912,zip,TX,TX,El Paso,El Paso County,312844.7778
97319,151,93536,zip,CA,CA,Lancaster,Los Angeles County,545472.0783
96467,152,91709,zip,CA,CA,Chino Hills,San Bernardino County,990457.7749
96545,153,91910,zip,CA,CA,Chula Vista,San Diego County,831063.3142
99500,154,98012,zip,WA,WA,Bothell,Snohomish County,1034431.536
97721,155,94513,zip,CA,CA,Brentwood,Contra Costa County,825837.252
92515,156,78572,zip,TX,TX,Mission,Hidalgo County,198745.7195
62179,157,11691,zip,NY,NY,New York,Queens County,661410.8722
90764,158,75211,zip,TX,TX,Cockrell Hill,Dallas County,233686.4362
94820,159,85225,zip,AZ,AZ,Chandler,Maricopa County,457442.1158
70825,160,30040,zip,GA,GA,Cumming,Forsyth County,612204.8487
97435,161,93727,zip,CA,CA,Fresno,Fresno County,428015.0818
95804,162,89108,zip,NV,NV,Las Vegas,Clark County,364158.0196
96465,163,91706,zip,CA,CA,Baldwin Park,Los Angeles County,730424.408
95984,164,90003,zip,CA,CA,Los Angeles,Los Angeles County,613571.823
67180,165,22191,zip,VA,VA,Woodbridge,Prince William County,492634.6171
96667,166,92126,zip,CA,CA,San Diego,San Diego County,1032984.311
65787,167,19120,zip,PA,PA,Philadelphia,Philadelphia County,173238.9105
70826,168,30041,zip,GA,GA,Cumming,Forsyth County,656054.1447
91198,169,76028,zip,TX,TX,Burleson,Johnson County,346369.829
70835,170,30052,zip,GA,GA,Loganville,Walton County,404439.4862
93203,171,80013,zip,CO,CO,Aurora,Arapahoe County,487654.732
62026,172,11215,zip,NY,NY,New York,Kings County,1482715.434
90780,173,75228,zip,TX,TX,Dallas,Dallas County,288092.1269
66126,174,20002,zip,DC,DC,Washington,District of Columbia,642893.8586
86026,175,63376,zip,MO,MO,Saint Peters,Saint Charles County,322235.0159
74242,176,37211,zip,TN,TN,Nashville,Davidson County,406161.8467
84340,177,60085,zip,IL,IL,Waukegan,Lake County,225664.6502
91291,178,76179,zip,TX,TX,Fort Worth,Tarrant County,328777.2431
399724,179,77407,zip,TX,TX,Richmond,Fort Bend County,395156.7565
84654,180,60657,zip,IL,IL,Chicago,Cook County,481482.9888
70832,181,30047,zip,GA,GA,Lilburn,Gwinnett County,408752.5796
72363,182,33025,zip,FL,FL,Miramar,Broward County,404883.948
61803,183,10463,zip,NY,NY,New York,Bronx County,360586.1809
72530,184,33311,zip,FL,FL,Fort Lauderdale,Broward County,367170.4651
98930,185,96797,zip,HI,HI,Waipahu,Honolulu County,846020.918
399648,186,83646,zip,ID,ID,Meridian,Ada County,543171.4956
96911,187,92553,zip,CA,CA,Moreno Valley,Riverside County,519489.3247
62020,188,11209,zip,NY,NY,New York,Kings County,804307.5072
94410,189,84043,zip,UT,UT,Lehi,Utah County,580750.6902
63776,190,14850,zip,NY,NY,Ithaca,Tompkins County,413100.0137
97222,191,93306,zip,CA,CA,Bakersfield,Kern County,351764.0249
93205,192,80015,zip,CO,CO,Centennial,Arapahoe County,568017.3005
91744,193,77095,zip,TX,TX,Houston,Harris County,336934.0336
97167,194,93230,zip,CA,CA,Hanford,Kings County,375963.8273
70904,195,30127,zip,GA,GA,Powder Springs,Cobb County,373048.0866
69823,196,28277,zip,NC,NC,Charlotte,Mecklenburg County,619211.5545
92125,197,77845,zip,TX,TX,College Station,Brazos County,369254.4727
95770,198,89031,zip,NV,NV,North Las Vegas,Clark County,418222.9876
66705,199,20906,zip,MD,MD,Silver Spring,Montgomery County,456310.8896
78085,200,46307,zip,IN,IN,Crown Point,Lake County,358704.4552
98411,201,95747,zip,CA,CA,Roseville,Placer County,680743.2419
97743,202,94536,zip,CA,CA,Fremont,Alameda County,1492457.729
96918,203,92563,zip,CA,CA,Murrieta,Riverside County,698787.9251
77400,204,45011,zip,OH,OH,Hamilton,Butler County,367233.2616
99142,205,97229,zip,OR,OR,Portland,Washington County,769602.1399
96110,206,90255,zip,CA,CA,Huntington Park,Los Angeles County,676119.9897
96647,207,92105,zip,CA,CA,San Diego,San Diego County,692984.5556
84616,208,60614,zip,IL,IL,Chicago,Cook County,613647.3958
96590,209,92021,zip,CA,CA,El Cajon,San Diego County,770277.5977
96477,210,91730,zip,CA,CA,Rancho Cucamonga,San Bernardino County,687497.6155
84622,211,60620,zip,IL,IL,Chicago,Cook County,180218.2656
72361,212,33023,zip,FL,FL,Miramar,Broward County,457233.9288
97565,213,94110,zip,CA,CA,San Francisco,San Francisco County,1275447.432
94940,214,85364,zip,AZ,AZ,Yuma,Yuma County,263391.0507
60565,215,7055,zip,NJ,NJ,Passaic,Passaic County,569046.6565
91941,216,77450,zip,TX,TX,Katy,Harris County,392825.0829
62024,217,11213,zip,NY,NY,New York,Kings County,1089664.158
78823,218,47906,zip,IN,IN,West Lafayette,Tippecanoe County,370507.2451
97717,219,94509,zip,CA,CA,Antioch,Contra Costa County,552954.3656
97118,220,93065,zip,CA,CA,Simi Valley,Ventura County,863619.1614
98378,221,95687,zip,CA,CA,Vacaville,Solano County,591243.0313
62012,222,11201,zip,NY,NY,New York,Kings County,1362036.838
97075,223,92882,zip,CA,CA,Corona,Riverside County,792200.2606
60642,224,7305,zip,NJ,NJ,Jersey City,Hudson County,540316.8663
65791,225,19124,zip,PA,PA,Philadelphia,Philadelphia County,172654.9135
97764,226,94558,zip,CA,CA,Napa,Napa County,922601.4547
97745,227,94538,zip,CA,CA,Fremont,Alameda County,1381740.567
74156,228,37075,zip,TN,TN,Hendersonville,Sumner County,517721.4638
96506,229,91766,zip,CA,CA,Pomona,Los Angeles County,706840.3061
97024,230,92805,zip,CA,CA,Anaheim,Orange County,852505.8714
92350,231,78254,zip,TX,TX,San Antonio,Bexar County,315670.4306
84641,232,60641,zip,IL,IL,Chicago,Cook County,400453.4168
92225,233,78046,zip,TX,TX,Laredo,Webb County,187265.7718
72350,234,33012,zip,FL,FL,Hialeah,Miami-Dade County,392440.9285
72353,235,33015,zip,FL,FL,Hialeah,Miami-Dade County,407484.7351
96186,236,90631,zip,CA,CA,La Habra,Orange County,941733.0161
93263,237,80134,zip,CO,CO,Parker,Douglas County,699951.1122
72488,238,33186,zip,FL,FL,The Crossings,Miami-Dade County,536807.2769
71005,239,30281,zip,GA,GA,Stockbridge,Henry County,301148.7322
69699,240,28078,zip,NC,NC,Huntersville,Mecklenburg County,546355.8122
84640,241,60640,zip,IL,IL,Chicago,Cook County,335367.0006
71871,242,32218,zip,FL,FL,Jacksonville,Duval County,299818.9695
94748,243,85032,zip,AZ,AZ,Phoenix,Maricopa County,456977.1053
72737,244,33647,zip,FL,FL,Tampa,Hillsborough County,478064.2214
61957,245,10977,zip,NY,NY,Spring Valley,Rockland County,839455.9228
65133,246,17603,zip,PA,PA,Lancaster,Lancaster County,305666.6833
62021,247,11210,zip,NY,NY,New York,Kings County,899173.2871
58710,248,2301,zip,MA,MA,Brockton,Plymouth County,514868.5911
95309,249,87114,zip,NM,NM,Albuquerque,Bernalillo County,374342.0627
96007,250,90026,zip,CA,CA,Los Angeles,Los Angeles County,1183239.994
97792,251,94587,zip,CA,CA,Union City,Alameda County,1294745.831
72252,252,32828,zip,FL,FL,Orlando,Orange County,480178.938
94903,253,85326,zip,AZ,AZ,Buckeye,Maricopa County,380742.0801
97020,254,92801,zip,CA,CA,Anaheim,Orange County,864637.605
62084,255,11372,zip,NY,NY,New York,Queens County,437579.2417
73183,256,34711,zip,FL,FL,Clermont,Lake County,434546.297
98319,257,95624,zip,CA,CA,Elk Grove,Sacramento County,655892.979
90665,258,75067,zip,TX,TX,Lewisville,Denton County,375891.223
96411,259,91402,zip,CA,CA,Los Angeles,Los Angeles County,718480.9944
62118,260,11432,zip,NY,NY,New York,Queens County,876812.6291
95811,261,89115,zip,NV,NV,Las Vegas,Clark County,330249.3515
61641,262,10027,zip,NY,NY,New York,New York County,857054.8269
60499,263,6902,zip,CT,CT,Stamford,Fairfield County,578544.9937
61812,264,10472,zip,NY,NY,New York,Bronx County,690273.8217
91685,265,77036,zip,TX,TX,Houston,Harris County,168356.801
65779,266,19111,zip,PA,PA,Philadelphia,Philadelphia County,297506.9246
92224,267,78045,zip,TX,TX,Laredo,Webb County,286616.0151
66843,268,21234,zip,MD,MD,Parkville,Baltimore County,305823.2703
60594,269,7087,zip,NJ,NJ,Union City,Hudson County,579783.2951
97991,270,95123,zip,CA,CA,San Jose,Santa Clara County,1408783.04
96656,271,92114,zip,CA,CA,San Diego,San Diego County,742172.1304
62223,273,11746,zip,NY,NY,South Huntington,Suffolk County,799301.2391
97748,274,94541,zip,CA,CA,Hayward,Alameda County,813112.7152
67730,275,23462,zip,VA,VA,Virginia Beach,Virginia Beach City,319532.6746
90666,276,75068,zip,TX,TX,Little Elm,Denton County,426590.4645
66135,277,20011,zip,DC,DC,Washington,District of Columbia,641700.5441
72247,278,32822,zip,FL,FL,Orlando,Orange County,275766.5871
72199,279,32765,zip,FL,FL,Oviedo,Seminole County,494846.9948
95817,280,89121,zip,NV,NV,Las Vegas,Clark County,361535.0122
62120,281,11434,zip,NY,NY,New York,Queens County,696394.9427
70791,282,30004,zip,GA,GA,Milton,Fulton County,771971.0654
94799,283,85204,zip,AZ,AZ,Mesa,Maricopa County,399221.4446
79054,284,48197,zip,MI,MI,Ypsilanti,Washtenaw County,350262.7105
70808,285,30022,zip,GA,GA,Johns Creek,Fulton County,679795.7287
72460,286,33157,zip,FL,FL,Miami,Miami-Dade County,630432.8995
96113,287,90262,zip,CA,CA,Lynwood,Los Angeles County,684366.8982
76511,288,43081,zip,OH,OH,Westerville,Franklin County,365894.9577
399651,289,84096,zip,UT,UT,Herriman,Salt Lake County,612576.5434
90795,290,75243,zip,TX,TX,Dallas,Dallas County,307234.076
94384,291,84015,zip,UT,UT,Clearfield,Davis County,462138.1007
95806,292,89110,zip,NV,NV,Las Vegas,Clark County,361216.8635
96018,293,90037,zip,CA,CA,Los Angeles,Los Angeles County,679852.4116
90690,294,75098,zip,TX,TX,Wylie,Collin County,442818.9067
62022,295,11211,zip,NY,NY,New York,Kings County,1356732.614
84629,296,60628,zip,IL,IL,Chicago,Cook County,150342.4819
71864,297,32210,zip,FL,FL,Jacksonville,Duval County,227618.6854
96868,298,92407,zip,CA,CA,San Bernardino,San Bernardino County,546012.2058
61788,299,10312,zip,NY,NY,New York,Richmond County,738665.4372
71038,300,30318,zip,GA,GA,Atlanta,Fulton County,407064.0194
87073,301,66061,zip,KS,KS,Olathe,Johnson County,423628.719
97471,302,93906,zip,CA,CA,Salinas,Monterey County,708735.6655
91860,303,77346,zip,TX,TX,Atascocita,Harris County,319877.8006
76534,304,43123,zip,OH,OH,Grove City,Franklin County,330453.8374
97545,305,94080,zip,CA,CA,South San Francisco,San Mateo County,1227576.357
62190,306,11706,zip,NY,NY,Bay Shore,Suffolk County,629667.2402
84611,307,60609,zip,IL,IL,Chicago,Cook County,249400.035
70839,308,30058,zip,GA,GA,Lithonia,Dekalb County,260674.0611
97003,309,92703,zip,CA,CA,Santa Ana,Orange County,826342.9452
70874,310,30096,zip,GA,GA,Duluth,Gwinnett County,423935.116
71905,311,32259,zip,FL,FL,Saint Johns,Saint Johns County,558773.9594
77094,312,44256,zip,OH,OH,Medina,Medina County,378792.8464
97931,313,95020,zip,CA,CA,Gilroy,Santa Clara County,1087560.338
58660,314,2148,zip,MA,MA,Malden,Middlesex County,685447.2962
94883,315,85301,zip,AZ,AZ,Glendale,Maricopa County,321250.8635
72622,316,33463,zip,FL,FL,Greenacres,Palm Beach County,389556.6765
62199,317,11717,zip,NY,NY,Brentwood,Suffolk County,612466.1441
76231,318,42101,zip,KY,KY,Bowling Green,Warren County,242310.0682
72371,319,33033,zip,FL,FL,Homestead,Miami-Dade County,451541.3322
99961,320,98682,zip,WA,WA,Vancouver,Clark County,504852.3401
67010,321,21740,zip,MD,MD,Hagerstown,Washington County,291569.736
66683,322,20878,zip,MD,MD,Gaithersburg,Montgomery County,713846.7157
95314,323,87120,zip,NM,NM,Albuquerque,Bernalillo County,356937.4905
70294,324,29072,zip,SC,SC,Lexington,Lexington County,360949.4994
67657,325,23322,zip,VA,VA,Chesapeake,Chesapeake City,541165.654
96865,325,92404,zip,CA,CA,San Bernardino,San Bernardino County,481751.3079
65810,327,19143,zip,PA,PA,Philadelphia,Philadelphia County,144498.751
96003,328,90022,zip,CA,CA,East Los Angeles,Los Angeles County,684285.1986
70909,329,30135,zip,GA,GA,Douglasville,Douglas County,325493.8682
94957,330,85383,zip,AZ,AZ,Peoria,Maricopa County,654199.3948
96501,331,91761,zip,CA,CA,Ontario,San Bernardino County,704565.2253
96572,332,91977,zip,CA,CA,Spring Valley,San Diego County,767752.7533
90645,333,75043,zip,TX,TX,Garland,Dallas County,299393.2866
96987,334,92677,zip,CA,CA,Laguna Niguel,Orange County,1462861.052
93295,335,80219,zip,CO,CO,Denver,Denver County,435949.0193
94890,336,85308,zip,AZ,AZ,Glendale,Maricopa County,484107.4879
72234,337,32808,zip,FL,FL,Pine Hills,Orange County,267092.2681
96962,338,92630,zip,CA,CA,Lake Forest,Orange County,1205766.242
98413,339,95758,zip,CA,CA,Elk Grove,Sacramento County,594755.9981
75696,340,40475,zip,KY,KY,Richmond,Madison County,295017.5826
92003,341,77521,zip,TX,TX,Baytown,Harris County,258812.2364
96826,342,92346,zip,CA,CA,Highland,San Bernardino County,561408.4139
74815,343,38401,zip,TN,TN,Columbia,Maury County,375819.7683
61169,344,8753,zip,NJ,NJ,Toms River,Ocean County,532342.252
70953,345,30188,zip,GA,GA,Woodstock,Cherokee County,474583.9177
71895,346,32244,zip,FL,FL,Jacksonville,Duval County,261354.4653
66142,347,20019,zip,DC,DC,Washington,District of Columbia,377725.0395
74183,348,37122,zip,TN,TN,Mount Juliet,Wilson County,577308.0341
96221,349,90731,zip,CA,CA,Los Angeles,Los Angeles County,836789.398
90642,350,75040,zip,TX,TX,Garland,Dallas County,290835.2816
91721,351,77072,zip,TX,TX,Houston,Harris County,210071.3049
69336,352,27406,zip,NC,NC,Greensboro,Guilford County,223397.6943
98040,353,95206,zip,CA,CA,Stockton,San Joaquin County,430155.3371
84460,354,60402,zip,IL,IL,Berwyn,Cook County,303858.6319
98304,356,95608,zip,CA,CA,Carmichael,Sacramento County,580177.1907
84648,357,60651,zip,IL,IL,Chicago,Cook County,269263.8209
72532,358,33313,zip,FL,FL,Lauderhill,Broward County,172259.1059
70842,359,30062,zip,GA,GA,Marietta,Cobb County,560640.3417
96369,360,91343,zip,CA,CA,Los Angeles,Los Angeles County,894984.3899
92345,361,78249,zip,TX,TX,San Antonio,Bexar County,313319.7571
94562,362,84404,zip,UT,UT,Ogden,Weber County,439482.7957
96728,363,92201,zip,CA,CA,Indio,Riverside County,478132.9099
69778,364,28215,zip,NC,NC,Charlotte,Mecklenburg County,355074.7147
96917,365,92562,zip,CA,CA,Murrieta,Riverside County,692109.2957
71719,366,31907,zip,GA,GA,Columbus,Muscogee County,154066.7163
91883,367,77373,zip,TX,TX,Spring,Harris County,249959.4
91896,368,77386,zip,TX,TX,Spring,Montgomery County,377070.8677
61638,369,10024,zip,NY,NY,New York,New York County,1583470.111
72243,370,32818,zip,FL,FL,Orlando,Orange County,348746.6126
70482,371,29445,zip,SC,SC,Goose Creek,Berkeley County,322210.3611
97852,372,94806,zip,CA,CA,Richmond,Contra Costa County,589762.4205
79040,373,48180,zip,MI,MI,Taylor,Wayne County,180546.4833
90727,375,75150,zip,TX,TX,Mesquite,Dallas County,260777.2255
76953,376,44035,zip,OH,OH,Elyria,Lorain County,184681.8823
96855,377,92392,zip,CA,CA,Victorville,San Bernardino County,453180.6301
74185,378,37128,zip,TN,TN,Murfreesboro,Rutherford County,447556.2019
92517,379,78574,zip,TX,TX,La Homa,Hidalgo County,194965.7583
67247,380,22407,zip,VA,VA,Fredericksburg,Spotsylvania County,459261.0122
96959,381,92627,zip,CA,CA,Costa Mesa,Orange County,1324766.054
98949,382,96818,zip,HI,HI,Honolulu,Honolulu County,547794.1352
97506,383,94015,zip,CA,CA,Daly City,San Mateo County,1193345.447
95819,384,89123,zip,NV,NV,Las Vegas,Clark County,448817.9153
97225,385,93309,zip,CA,CA,Bakersfield,Kern County,350411.1218
72365,386,33027,zip,FL,FL,Miramar,Broward County,490824.034
84621,387,60619,zip,IL,IL,Chicago,Cook County,172471.2303
61646,388,10032,zip,NY,NY,New York,New York County,616549.6446
94757,389,85041,zip,AZ,AZ,Phoenix,Maricopa County,376448.1113
67724,390,23456,zip,VA,VA,Virginia Beach,Virginia Beach City,544839.3142
90657,391,75056,zip,TX,TX,The Colony,Denton County,512034.4986
95982,392,90001,zip,CA,CA,Florence-Graham,Los Angeles County,602326.1946
76471,393,43026,zip,OH,OH,Hilliard,Franklin County,383414.2221
96192,394,90640,zip,CA,CA,Montebello,Los Angeles County,822332.5067
66679,395,20874,zip,MD,MD,Germantown,Montgomery County,431187.3527
96589,396,92020,zip,CA,CA,El Cajon,San Diego County,835530.5073
97470,397,93905,zip,CA,CA,Salinas,Monterey County,664172.3665
91902,398,77396,zip,TX,TX,Humble,Harris County,264001.4994
90226,399,74012,zip,OK,OK,Broken Arrow,Tulsa County,264356.596
97711,400,94501,zip,CA,CA,Alameda,Alameda County,1130839.023
97995,401,95127,zip,CA,CA,San Jose,Santa Clara County,1126863.551
84638,402,60638,zip,IL,IL,Chicago,Cook County,315340.0015
62143,403,11550,zip,NY,NY,Hempstead,Nassau County,621811.1701
94921,405,85345,zip,AZ,AZ,Peoria,Maricopa County,372239.2584
73198,406,34744,zip,FL,FL,Kissimmee,Osceola County,389632.3032
92575,407,78640,zip,TX,TX,Kyle,Hays County,317056.4871
96197,408,90660,zip,CA,CA,Pico Rivera,Los Angeles County,751065.3905
66785,409,21117,zip,MD,MD,Owings Mills,Baltimore County,390686.06
97926,410,95014,zip,CA,CA,Cupertino,Santa Clara County,3082933.164
91885,411,77375,zip,TX,TX,Tomball,Harris County,359980.6286
62027,412,11216,zip,NY,NY,New York,Kings County,1210416.225
